url,label
argentinawarez.com/musica-mp3-gratis/65991-ost-boat-rocked-soundtrack-2cd-2009-a.html,Safe
192.com/atoz/people/gerrard/steven/,Safe
users6.nofeehost.com/aldenh/493.html,Safe
facebook.com/opalhilldrive,Safe
scottss.com/,Safe
http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99/,Unsafe
manta.com/ic/mt6fkz0/ca/residence-sault-au-recollet,Safe
http://www.perthshire-caravans.co.uk/stock-list/caravans/706-elddis-odyssey-540,Unsafe
forum.exscn.net/archive/index.php/t-10778.html?pda=1,Safe
superpages.com/bp/Kansas-City-KS/Kansas-City-Terminal-Railway-L2170949422.htm,Safe
maxlapointe.com/?p=141,Safe
http://rendeck.com/index.php/nl/vacatures/table/9/0/index.html?resetfilters=0,Unsafe
ca.ratemyteachers.com/louise-trichet/106184-s,Safe
cardomain.com/ride/2424103/2006-pontiac-gto,Safe
apps.facebook.com/ilike/artist/Les+Respectables,Safe
cbssports.com/nba/players/playerpage/20626/paul-pierce,Safe
detkreimeier-fotografie.de,Unsafe
http://listovka.info/xmap.html,Unsafe
home.comcast.net/~jcage89/350z/navbox/index.htm,Safe
margaritawill.com/hotdogs/,Safe
pipl.com/directory/name/Pallas/Tony,Safe
newyorker.com/archive/1982/04/12/1982_04_12_039_TNY_CARDS_000335949,Safe
youtube.com/watch?v=eMY1FT3Pqh8,Safe
law.cornell.edu/wex/Joint_venture,Safe
pitchfork.com/reviews/albums/13979-broken-bells/,Safe
http://skyrock.com/videos/eDJwODRhNzoxMw==-bug-1187-moi-ma-famille.html?top=3&period=recent,Safe
hollywood.com/movie/Biutiful/6870447,Safe
facebook.com/pages/The-Paul-Lynde-Halloween-Special-1976/280289980245,Safe
hot-people.info/Crossett_AR_Dorothy-Moore_Eric--Newton_1051.html,Safe
onlineradio7.com/listen/CFLO_1047,Safe
http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,Unsafe
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=610&catid=5&Itemid=10,Unsafe
artistswithaids.org/artforms/music/catalogue/rileyl.html,Safe
http://www.versverwerktegroenten.nl/bruine-bonen.html,Unsafe
mylife.com/dominicbouchard,Safe
mmagearguide.com/ufc-117-t-shirts-silva-vs-sonnen/,Safe
worldtraveltours.org/4-alternative-places-you-can-choose-at-montreal-travel/.html,Safe
iptv.org/,Safe
elliscountydivorcelawyer.com/ellis-county-post-divorce-modification.htm,Safe
http://grantland.com/the-triangle/2015-mlb-over-under-bets-chicago-cubs-houston-astros-oakland-as-tampa-bay-rays/,Safe
fanpix.net/gallery/doug-savant-pictures.htm,Safe
chacha.com/question/what-time-does-metro-center-mall-close,Safe
marcospecialties.com/storeitems.asp?game=Chicago%20Coin&Chicago%20Coin=RED%20BARON%20(Blue%20Max),Safe
hdlns.com/g508zf1457/Kansas+City+Star+Obituaries+Obituaries+from+Kansas+City+Star+Kansas+City%2C+MO,Safe
familytreemaker.genealogy.com/users/v/e/r/James-R-Verrier/GENE7-0008.html,Safe
therainmakersmessageboard.yuku.com/,Safe
tumblr.com/tagged/sebastien+lefebvre,Safe
ussoccer.com/News/Soccer-Wire/2002/10/U-S-Soccer-Wire-Galaxy-Claims-2002-MLS-Cup-With-1-0-Double-OT-Win-Over-Revs-Will-Go-For-Rare-Double.aspx,Safe
filmannex.com/movie/1984-olympics-fencing-men-saber/21938,Safe
allaboutjazz.com/php/musician.php?id=3751,Safe
info-pages.000webhostapp.com,Unsafe
skiracing.com/?q=node/514,Safe
myptccash.com,Unsafe
ertx.com/movie/2008/mad-about-mambo,Safe
classicbikepictures.co.uk/c319/p2499/for_sale/yamaha%C2%A0yfu1wyfu1-t_for_sale.html,Safe
http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/gtm.js/gtm.js,Safe
http://ecoledecoiffurecarolinelaprise.com/formations/pose-ongles/108.html,Unsafe
mtlasm.blogspot.com/,Safe
http://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0,Unsafe
medicinenet.com/heel_spurs/city.htm,Safe
music.yahoo.com/nothingface/,Safe
http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,Unsafe
espn.go.com/college-football/team/_/id/2306/kansas-state-wildcats,Safe
bleacherreport.com/articles/811265-mlb-power-rankings-comparing-every-mlb-team-to-a-classic-80s-rock-band,Safe
citiprepaid-salarysea-at.tk,Unsafe
famoushookups.com/site/relationship_detail.php?name=Martin-Brodeur&celebid=12150&relid=11371,Safe
genealogybuff.com/ar/clark/webbbs_config.pl/noframes/read/10,Safe
microlabsltd.com/,Safe
tripadvisor.com/ShowUserReviews-g57417-d1013388-r21219909-Mulligan_s-Stratton_Mountain_Vermont.html,Safe
http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,Unsafe
flickr.com/people/sleepingelf/,Safe
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=01&Itemid=33,Unsafe
subscene.com/Taking-Woodstock/subtitles-80048.aspx,Safe
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=107:-24052012-213&catid=17:news&Itemid=35,Unsafe
http://www.nubiafarias.com/v1/index.php?option=com_mailto&tmpl=component&link=b9f337d1ca40d09a113ab5ae6426a96e642fb2af,Unsafe
http://thenextweb.com/insider/2014/10/29/unbabel-integrates-mailchimp-offer-translation-service-promotional-emails/gtm.js/gtm.start,Safe
tabs.ultimate-guitar.com/a/audioslave/audioslave_album_btab.htm,Safe
sunjournal.com/section/news/5974,Safe
http://www.elektro-vozila.si/motocikli/novice/volta-bcn-city-je-elektricni-mestni-supermoto-iz-spanije,Unsafe
ethicalsuperstore.com/products/green-and-blacks/organic-hot-chocolate-drink/?_$ja=tsid:6494%7Ccc:%7Cprd:12744%7Ccat:Groceries+%26+Everyday+%3E+Drinks+%3E+Chocolate,Safe
lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,Safe
http://www.musimagen.com/lista_socios.php?pagina=15&letra=,Unsafe
basketball.wikia.com/wiki/Golden_State_Warriors,Safe
ech.cwru.edu/ech-cgi/article.pl?id=PGS,Safe
filmaffinity.com/es/search.php?stype=cast&stext=Elliott+Gould,Safe
chicopeemasoniclodge.org/westover.htm,Safe
filmcritic.com/features/2008/10/american-science-fiction-movies/,Safe
geographic.org/geographic_names/v/ve_014.html,Safe
paperbackswap.com/Sadie-Rose-Adventure-Hilda-Stahl/book/0891076352/,Safe
baseball-almanac.com/players/player.php?p=hengeda01,Safe
biographi.ca/EN/ShowBio.asp?BioId=41243,Safe
deborahfrances-white.com/stand-up.html,Safe
spcmoray.com/,Safe
http://sexshop-bg.biz/products?page=shop.browse&category_id=276,Unsafe
edu.gov.on.ca/eng/sift/indexSec.asp,Safe
benoitglazer.com/,Safe
judgepedia.org/index.php/Alan_Gold,Safe
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=14&option=com_virtuemart&Itemid=9,Unsafe
sbnation.com/ncaa-football/players/36729/brandon-smith,Safe
isearch.com/searching.php?qloc=&showForm=name&qname=Robin+Kelly&refer=3338,Safe
http://fischereiverein.org/bildergalerie/category/45-faenge-oktober-2010,Unsafe
ratemyteachers.com/amelia-high-school/15131-s,Safe
http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/category/7-.html?start=20,Unsafe
http://apoiojur.com.br/index.php?%2FTable%2FAdministrativo%2F,Unsafe
http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,Unsafe
http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,Unsafe
carfloormatsforsale.com/door-sill/,Safe
http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,Unsafe
facebook.com/pages/Liberman-Broadcasting/106123536086051?sk=info,Safe
thefreelibrary.com/No+Catholic+schools+in+Quebec.-a030534573,Safe
cngzhz.en.ec21.com/,Safe
atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html,Safe
rotoworld.com/player/nhl/1413/player?r=1,Safe
facebook.com/topic.php?uid=34012632110&topic=5794,Safe
tomdegan.blogspot.com/,Safe
http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&Itemid=60&lang=pt,Unsafe
http://www.annamodlo.com.ua/index.html,Unsafe
http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,Safe
cswisdom.com/,Safe
http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,Unsafe
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&Itemid=77,Unsafe
ibabuzz.com/outtakes/category/night-owl/crown-city-rockers/,Safe
youtube.com/watch?v=ueziUAQR9LU,Safe
en.wikipedia.org/wiki/Simonne_Monet-Chartrand,Safe
http://www.sidecocarrelli.it/x.txt,Unsafe
http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&Itemid=,Unsafe
martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm,Safe
frillr.com/?q=taxonomy/term/1733,Safe
bankingblog.celent.com/?p=2493,Safe
en.wikipedia.org/wiki/Category:American_religious_leaders,Safe
narrativemagazine.com/authors/saul-bellow,Safe
benmeadowcroft.com/reports/corbato/,Safe
spokeo.com/Mike+Burrows,Safe
http://otomoto.pl/ciezarowe/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,Safe
youtube.com/watch?v=FXWq7qMYB2s,Safe
cifstate.org/,Safe
nchsband.com/,Safe
tvguide.com/celebrities/peter-keleghan/169984,Safe
arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars,Safe
blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux/,Safe
divacafe.net/,Safe
archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt,Safe
http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website,Safe
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,Unsafe
manta.com/c/mmq1m7y/coldwell-banker-heart-america,Safe
superpages.com/bp/Milford-OH/Cliff-Riley-Insurance-L0125750056.htm,Safe
ideas.repec.org/e/ppe73.html,Safe
http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=57,Unsafe
flickr.com/photos/cornforthimages/5812399737/,Safe
http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,Unsafe
national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html,Safe
http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html,Safe
nytimes.com/pages/books/index.html,Safe
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10372,Safe
http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,Unsafe
http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=18,Unsafe
homegain.com/local_real_estate/ND/argusville.html,Safe
http://9779.info/%E7%AE%80%E5%8D%95%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,Unsafe
http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm,Safe
theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610/,Safe
bw.edu/athletics/fb/staff/grabowski/,Safe
appieid-enable.com,Unsafe
fadsplymouth.com/,Safe
locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide,Safe
imdb.com/name/nm0769371/,Safe
scotborders-folk.org.uk/labels.htm,Safe
visa.ca/gvav/list2005.jsp?year=2005&curMonth=12,Safe
autopostoajax.com.br,Unsafe
en.wikipedia.org/wiki/Party_of_One_(Peter_Elkas_album),Safe
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,Safe
http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot,Safe
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,Unsafe
http://www.rockabilly.it/gruppi/52-four-stars.html,Unsafe
http://www.rathgaelgym.org/squads/mag.1,Unsafe
absoluteastronomy.com/topics/Legion_of_Merit,Safe
thaiairways.com/,Safe
famouspeople.com/famous_biographies/Lizzie_Stanton.htm,Safe
triclopsband.com/,Safe
mp3raid.com/music/lo_key.html,Safe
amtrakcalifornia.com/index.cfm/routes/san-joaquin/,Safe
4martinique.com/,Safe
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,Unsafe
http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,Safe
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,Unsafe
dwaynemeisner.com/,Safe
linkedin.com/pub/john-barkley/7/764/916,Safe
flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,Safe
http://www.richpictures.co.uk/home/viewpost/232,Unsafe
topix.com/ca/montreal-qc-montreal-nord,Safe
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,Unsafe
trssllc.com/,Safe
allgame.com/game.php?id=39396,Safe
renerichardcollections.com/media.html,Safe
securityfirstinternationalholdings.com/,Safe
factbites.com/topics/Leyte,Safe
car-stuff.com/pontiacgrandprixparts.htm,Safe
usa-people-search.com/Find-Steven-Schwartz-CO.aspx,Safe
muhanovabeauty.ru,Unsafe
